chr,start,end,width,strand,mean.meth.diff,num.CpGs,num.DMCs,DMR.pvalue,DMR.qvalue
chr1,52499385,52499478,94,*,-31.46445873,9,9,5.66E-19,5.07E-18
chr1,53068179,53068319,141,*,-58.37066079,19,12,3.25E-07,5.79E-07
chr1,54203421,54203572,152,*,-45.60063216,21,10,0.000740346,0.000851453
chr1,54203672,54203829,158,*,-41.18792996,7,3,0.000155869,0.000195446
chr1,55008643,55008722,80,*,-37.62176644,5,4,3.51E-10,9.12E-10
chr1,58715317,58715384,68,*,-21.40229533,7,5,4.47E-14,1.90E-13
chr1,61509114,61509282,169,*,-30.21828483,22,15,0.000623104,0.000722899
chr1,62660749,62660927,179,*,-21.28534932,16,5,0.000525044,0.000613463
chr1,63786009,63786084,76,*,-38.60841615,10,9,3.05E-05,4.19E-05
chr1,63788879,63788906,28,*,-38.57142857,5,4,0.00026045,0.000317482
chr1,63789662,63789746,85,*,-68.28840135,10,10,1.70E-17,1.18E-16
chr1,63789987,63790121,135,*,-39.16349922,12,11,1.69E-08,3.54E-08
chr1,63792593,63792696,104,*,-49.72744745,9,7,0.000112181,0.000143551
chr1,64937188,64937238,51,*,-69.35729851,10,9,5.87E-12,1.91E-11
chr1,65991450,65991494,45,*,-53.32430588,8,5,5.30E-05,7.07E-05
chr1,65991699,65991811,113,*,-64.11630184,16,15,1.38E-09,3.30E-09
chr1,67218190,67218228,39,*,-48.17895055,12,11,1.32E-05,1.90E-05
chr1,75591021,75591068,48,*,-25.51472182,6,3,4.87E-07,8.48E-07
chr1,78354063,78354213,151,*,-62.88216634,6,4,1.62E-05,2.32E-05
chr1,78511827,78511885,59,*,-52.63191958,14,11,6.44E-05,8.49E-05
chr1,86622328,86622380,53,*,-56.96235539,6,6,5.93E-08,1.17E-07
chr1,90308990,90309032,43,*,-74.0156133,14,14,1.12E-12,3.99E-12
chr1,91184078,91184144,67,*,-46.22998914,8,7,1.39E-14,6.32E-14
chr1,91316553,91316644,92,*,-62.91242129,15,14,6.65E-09,1.46E-08
chr1,91317148,91317246,99,*,-44.49822822,9,5,1.04E-14,4.84E-14
chr1,92495467,92495516,50,*,-87.22013331,15,9,1.04E-06,1.73E-06
chr1,92948693,92948789,97,*,-46.9115653,8,8,1.29E-06,2.12E-06
chr1,92948903,92948947,45,*,-57.66805875,14,10,0.000101942,0.000131228
chr1,92950290,92950451,162,*,-74.17480145,9,9,2.45E-13,9.44E-13
chr1,92950982,92951135,154,*,-69.75796823,12,10,4.09E-14,1.74E-13
chr1,99127060,99127243,184,*,-86.56575102,15,15,2.96E-18,2.35E-17
chr1,101702616,101702727,112,*,-56.57922082,13,10,8.33E-16,4.51E-15
chr1,110612804,110612890,87,*,-24.17702572,8,5,4.17E-05,5.64E-05
chr1,110613187,110613238,52,*,-42.9613155,11,11,3.86E-06,5.95E-06
chr1,110613323,110613344,22,*,-54.16847826,5,5,2.59E-10,6.83E-10
chr1,110626623,110626696,74,*,-34.27528841,11,10,2.40E-06,3.81E-06
chr1,110627069,110627118,50,*,-49.42030167,8,8,3.29E-12,1.11E-11
chr1,110693664,110693758,95,*,-22.70602702,14,7,0.000113371,0.000144995
chr1,110754300,110754328,29,*,-76.75257732,5,4,0.000342849,0.00041112
chr1,113051775,113052043,269,*,-45.47808233,31,26,6.86E-06,1.02E-05
chr1,113265689,113265809,121,*,-43.87032216,15,12,2.48E-07,4.47E-07
chr1,113286619,113286881,263,*,-33.91906652,20,12,0.000349062,0.000417988
chr1,113498573,113498639,67,*,-64.98938737,11,10,1.83E-10,4.94E-10
chr1,114695736,114695811,76,*,-43.13593786,11,9,6.30E-13,2.31E-12
chr1,114696322,114696442,121,*,-55.58640666,15,13,9.22E-06,1.36E-05
chr1,114697660,114697710,51,*,-35.46940073,5,5,1.18E-08,2.52E-08
chr1,116371250,116371290,41,*,-51.77763578,11,9,0.000727301,0.000837219
chr1,116380872,116380980,109,*,-40.10676063,16,16,3.12E-12,1.05E-11
chr1,116381173,116381208,36,*,-52.14045214,7,7,2.27E-08,4.68E-08
chr1,116381453,116381545,93,*,-69.16498592,16,16,9.71E-11,2.71E-10
chr1,116381731,116381813,83,*,-55.75952219,7,7,5.94E-21,8.35E-20
chr1,119530148,119530206,59,*,-58.98670026,12,9,0.000222962,0.000274146
chr1,145075516,145075596,81,*,-55.79743494,9,9,1.08E-21,1.88E-20
chr1,145075715,145075764,50,*,-57.48699634,10,10,2.34E-09,5.45E-09
chr1,145474453,145474658,206,*,-41.52585294,17,13,1.11E-05,1.61E-05
chr1,145562916,145562951,36,*,-39.90776491,7,3,0.000207321,0.000255842
chr1,146552528,146552577,50,*,-24.18508551,8,5,6.82E-08,1.33E-07
chr1,150122990,150123042,53,*,-51.07993299,7,4,0.000402235,0.000477513
chr1,151118792,151118898,107,*,-40.97517027,7,5,2.96E-16,1.71E-15
chr1,151693881,151694052,172,*,-21.45109373,9,3,1.59E-06,2.58E-06
chr1,151810662,151810773,112,*,-50.15071843,14,14,7.03E-08,1.37E-07
chr1,151810902,151810982,81,*,-29.6761317,10,10,4.51E-10,1.15E-09
chr1,153234261,153234293,33,*,-33.11478893,6,6,3.29E-18,2.59E-17
chr1,153651930,153651963,34,*,-55.46805183,6,6,6.09E-10,1.53E-09
chr1,153747700,153747758,59,*,-82.38957161,8,8,4.83E-22,1.15E-20
chr1,153748060,153748147,88,*,-95.66235438,12,12,2.77E-15,1.39E-14
chr1,154474614,154474751,138,*,-50.05356675,33,29,1.87E-11,5.71E-11
chr1,155043796,155043884,89,*,-59.83361275,6,6,4.02E-22,1.15E-20
chr1,156046536,156046660,125,*,-23.05657495,10,3,6.32E-05,8.34E-05
chr1,156358356,156358371,16,*,-33.99931507,5,4,0.000460041,0.000541516
chr1,156358542,156358613,72,*,-28.19559307,6,3,6.34E-07,1.09E-06
chr1,156391367,156391414,48,*,-25.49629297,5,3,5.14E-11,1.49E-10
chr1,156815265,156815298,34,*,-31.39128545,7,6,1.47E-17,1.03E-16
chr1,156828829,156828900,72,*,-31.87752671,9,7,2.73E-05,3.78E-05
chr1,156893957,156894083,127,*,-36.02047621,12,10,2.08E-05,2.93E-05
chr1,159898573,159898639,67,*,-33.17792295,5,4,1.30E-05,1.87E-05
chr1,161229212,161229298,87,*,-50.41208198,5,5,1.01E-22,6.07E-21
chr1,161410337,161410436,100,*,-69.77825476,12,12,1.45E-17,1.01E-16
chr1,161591530,161591660,131,*,-65.85810614,8,8,5.61E-20,6.07E-19
chr1,161697364,161697419,56,*,-29.90661731,5,4,9.80E-13,3.51E-12
chr1,165325340,165325454,115,*,-34.72519996,20,16,2.11E-13,8.17E-13
chr1,166134563,166134757,195,*,-75.22219213,13,13,5.72E-19,5.10E-18
chr1,166853716,166853813,98,*,-24.14819333,6,4,4.43E-08,8.83E-08
chr1,167090663,167090732,70,*,-61.37642066,10,10,4.66E-10,1.19E-09
chr1,167408897,167409105,209,*,-44.40528029,17,11,1.59E-14,7.18E-14
chr1,167599517,167599716,200,*,-48.26311063,23,22,2.11E-08,4.38E-08
chr1,169396620,169396765,146,*,-43.26926385,11,9,2.91E-13,1.11E-12
chr1,170630710,170630781,72,*,-21.1967652,10,6,8.98E-10,2.20E-09
chr1,171810699,171810760,62,*,-44.54291389,6,5,2.98E-18,2.36E-17
chr1,173639002,173639037,36,*,-35.61353402,7,7,3.14E-15,1.56E-14
chr1,179544778,179544839,62,*,-24.59547835,10,5,1.71E-05,2.43E-05
chr1,179545277,179545327,51,*,-24.94175801,6,3,0.0007065,0.000814139
chr1,179712633,179712700,68,*,-34.04778065,10,7,1.17E-07,2.21E-07
chr1,179712863,179713134,272,*,-48.86278438,26,20,7.43E-07,1.26E-06
chr1,179713272,179713330,59,*,-49.41684181,7,6,9.48E-12,3.00E-11
chr1,180202485,180202568,84,*,-41.34156542,10,9,6.44E-12,2.08E-11
chr1,180203088,180203144,57,*,-52.43110641,8,8,1.29E-21,2.19E-20
chr1,180203599,180203671,73,*,-55.4880712,8,8,3.11E-07,5.54E-07
chr1,180203778,180203848,71,*,-48.8980179,5,5,2.53E-21,3.95E-20
chr1,180204065,180204256,192,*,-62.4789685,12,12,1.34E-20,1.72E-19
chr1,180881447,180881490,44,*,-30.81403863,16,14,1.31E-09,3.15E-09
chr1,180881867,180882013,147,*,-66.47906922,18,16,3.41E-07,6.06E-07
chr1,180882230,180882255,26,*,-32.87840671,5,4,4.00E-08,8.03E-08
chr1,180895806,180895869,64,*,-29.93220431,6,4,2.45E-18,1.97E-17
chr1,182992329,182992435,107,*,-23.68342352,29,11,0.000157271,0.000197082
chr1,182992544,182992868,325,*,-25.14983116,36,21,6.63E-09,1.46E-08
chr1,183386318,183386396,79,*,-37.53812406,7,4,3.53E-08,7.13E-08
chr1,183387116,183387148,33,*,-61.17996515,5,5,1.01E-22,6.07E-21
chr1,184005988,184006081,94,*,-35.53192277,6,4,1.57E-08,3.30E-08
chr1,197744174,197744627,454,*,-28.67737779,47,19,0.00021374,0.000263364
chr1,197881941,197882020,80,*,-29.78860814,5,3,2.35E-10,6.23E-10
chr1,200007932,200008049,118,*,-61.84813971,8,8,2.12E-08,4.38E-08
chr1,201084288,201084528,241,*,-21.73074784,15,7,1.28E-05,1.85E-05
chr1,201096200,201096334,135,*,-20.54850221,9,4,1.54E-07,2.86E-07
chr1,202996053,202996125,73,*,-23.75885969,6,3,2.79E-07,5.00E-07
chr1,205012327,205012450,124,*,-22.91364023,11,6,9.31E-05,0.000120435
chr1,205312569,205312646,78,*,-46.38421026,6,6,1.39E-21,2.33E-20
chr1,205312799,205313045,247,*,-55.84964201,13,10,2.95E-05,4.06E-05
chr1,205425498,205425594,97,*,-25.37335869,15,8,0.000380926,0.000453772
chr1,207669745,207669869,125,*,-29.23864171,16,8,0.000101623,0.000130874
chr1,207818491,207818643,153,*,-43.75156933,15,13,6.52E-18,4.84E-17
chr1,208132326,208132405,80,*,-28.00547844,9,6,8.43E-09,1.83E-08
chr1,208132503,208132576,74,*,-43.52424615,12,12,1.77E-17,1.22E-16
chr1,208132683,208132742,60,*,-38.21025864,10,8,4.13E-10,1.06E-09
chr1,210111653,210111907,255,*,-21.93130584,24,20,1.36E-09,3.27E-09
chr1,210426093,210426161,69,*,-46.17123526,6,6,1.70E-09,4.03E-09
chr1,210857358,210857471,114,*,-31.3451637,5,3,1.85E-10,4.96E-10
chr1,213124888,213124946,59,*,-59.25404047,8,8,4.88E-09,1.09E-08
chr1,214156130,214156264,135,*,-33.56586294,8,6,1.63E-08,3.43E-08
chr1,214162586,214162722,137,*,-36.94988468,15,9,2.02E-14,8.99E-14
chr1,220101288,220101347,60,*,-66.04377885,8,8,1.05E-19,1.08E-18
chr1,220101696,220101798,103,*,-59.52506417,11,11,2.11E-17,1.43E-16
chr1,220959626,220959665,40,*,-35.91067588,8,7,2.67E-07,4.80E-07
chr1,224804360,224804408,49,*,-53.35531769,7,7,2.92E-19,2.76E-18
chr1,225865246,225865315,70,*,-24.53306993,7,4,2.35E-14,1.04E-13
chr1,226411078,226411133,56,*,-52.44644458,6,6,1.84E-11,5.62E-11
chr1,226411257,226411524,268,*,-79.47533845,43,43,7.53E-13,2.73E-12
chr1,226924949,226925083,135,*,-59.1529325,16,15,3.50E-15,1.74E-14
chr1,226925481,226925518,38,*,-28.13396578,7,4,3.51E-13,1.32E-12
chr1,228074479,228074591,113,*,-33.40173912,9,6,2.77E-06,4.36E-06
chr1,228109317,228109400,84,*,-26.32957264,7,4,4.39E-08,8.77E-08
chr1,228248671,228248813,143,*,-51.8596623,6,5,5.20E-06,7.88E-06
chr1,228464430,228464479,50,*,-21.58655675,5,3,1.52E-06,2.48E-06
chr1,228522785,228522880,96,*,-25.53856359,7,3,4.49E-05,6.05E-05
chr1,228538817,228538966,150,*,-24.56944119,8,5,3.50E-07,6.21E-07
chr1,228633918,228634049,132,*,-38.54028052,15,7,1.09E-05,1.59E-05
chr1,228652288,228652333,46,*,-63.40395118,9,5,2.01E-05,2.84E-05
chr1,228652452,228652515,64,*,-39.42591869,8,8,6.64E-08,1.30E-07
chr1,229570541,229570594,54,*,-49.83246736,7,7,7.04E-06,1.05E-05
chr1,229694252,229694326,75,*,-24.42737653,5,4,6.11E-12,1.98E-11
chr1,230907797,230907948,152,*,-25.20313514,6,3,2.28E-11,6.90E-11
chr1,231175009,231175182,174,*,-34.14639785,18,17,1.25E-10,3.44E-10
