chr,start,end,width,strand,mean.meth.diff,num.CpGs,num.DMCs,DMR.pvalue,DMR.qvalue
chr1,6545119,6545173,55,*,43.65924854,5,5,2.27E-10,6.04E-10
chr1,6558065,6558122,58,*,53.24038108,7,7,7.47E-10,1.85E-09
chr1,7067709,7067901,193,*,34.39801038,12,10,3.55E-07,6.29E-07
chr1,7130099,7130179,81,*,31.1535291,6,4,3.76E-10,9.72E-10
chr1,7209809,7209882,74,*,42.63098498,6,6,7.82E-07,1.32E-06
chr1,7844623,7844717,95,*,42.54754054,11,11,1.93E-06,3.10E-06
chr1,8181185,8181269,85,*,27.57947748,6,4,6.07E-15,2.91E-14
chr1,8384657,8384796,140,*,25.93660666,7,4,1.77E-05,2.51E-05
chr1,9421016,9421140,125,*,27.78021244,5,3,3.73E-10,9.66E-10
chr1,9445052,9445203,152,*,44.41516819,6,6,8.51E-11,2.39E-10
chr1,9781594,9781645,52,*,88.43618497,6,6,1.32E-22,6.07E-21
chr1,10057833,10057910,78,*,39.432296,15,13,0.000194782,0.0002411
chr1,10057995,10058058,64,*,25.95165256,11,6,1.07E-09,2.60E-09
chr1,10696520,10696597,78,*,41.2238486,5,5,1.49E-09,3.56E-09
chr1,10895843,10896090,248,*,26.32970146,18,12,4.41E-05,5.95E-05
chr1,10961190,10961318,129,*,27.76596624,11,8,2.83E-06,4.45E-06
chr1,11540039,11540130,92,*,21.73133097,10,3,0.000236403,0.000289732
chr1,11629750,11629835,86,*,37.14850689,5,4,8.84E-12,2.81E-11
chr1,11708947,11709019,73,*,28.26009663,7,6,2.15E-10,5.73E-10
chr1,11918792,11918866,75,*,24.63473269,5,3,4.10E-09,9.28E-09
chr1,12201691,12201751,61,*,73.80897251,5,5,2.13E-10,5.67E-10
chr1,12655930,12656013,84,*,22.48335679,9,3,3.46E-08,7.00E-08
chr1,12656280,12656356,77,*,31.96240342,5,4,3.66E-08,7.39E-08
chr1,14924764,14924804,41,*,31.29911217,5,4,2.17E-05,3.04E-05
chr1,16342137,16342195,59,*,32.74227301,7,5,8.27E-11,2.33E-10
chr1,16735716,16735816,101,*,31.60893228,5,4,6.30E-05,8.31E-05
chr1,20662806,20662947,142,*,33.88557497,6,4,2.66E-10,7.01E-10
chr1,21877535,21877593,59,*,68.8762621,6,6,1.32E-22,6.07E-21
chr1,21934565,21934648,84,*,24.83438219,6,3,9.45E-07,1.58E-06
chr1,21948819,21948921,103,*,20.05266573,19,3,0.000482695,0.000566912
chr1,21960461,21960661,201,*,45.33605985,5,5,4.97E-16,2.78E-15
chr1,22944640,22944694,55,*,28.96976853,6,4,1.96E-06,3.15E-06
chr1,23750322,23750464,143,*,33.83929948,13,9,4.41E-06,6.74E-06
chr1,23750577,23750678,102,*,47.64685836,10,10,1.17E-18,9.96E-18
chr1,24127974,24128033,60,*,30.05028604,7,5,3.62E-07,6.42E-07
chr1,24648276,24648532,257,*,21.99143841,30,9,0.000580982,0.000676344
chr1,25057266,25057316,51,*,33.86465066,5,5,8.25E-05,0.000107367
chr1,25269519,25269567,49,*,42.91868409,5,4,2.72E-06,4.29E-06
chr1,25473174,25473235,62,*,29.28189181,5,3,2.61E-08,5.36E-08
chr1,26249414,26249809,396,*,30.9798172,40,30,2.82E-05,3.90E-05
chr1,26503986,26504147,162,*,45.79752259,7,7,5.67E-14,2.37E-13
chr1,26663318,26663427,110,*,20.0014524,10,3,0.000329691,0.000396189
chr1,26738029,26738142,114,*,57.40475166,12,12,7.74E-20,8.14E-19
chr1,27339067,27339164,98,*,40.19368028,17,10,3.68E-07,6.51E-07
chr1,27358193,27358243,51,*,25.39559005,5,4,7.36E-06,1.10E-05
chr1,27669749,27669808,60,*,46.44328935,5,5,2.63E-15,1.32E-14
chr1,27709783,27709846,64,*,28.55068314,10,8,1.65E-06,2.68E-06
chr1,27854346,27854504,159,*,23.15243416,12,6,0.000116056,0.000148161
chr1,27902113,27902131,19,*,36.86013986,5,5,2.20E-06,3.51E-06
chr1,27902420,27902454,35,*,28.95035461,6,4,2.11E-05,2.96E-05
chr1,27902626,27902685,60,*,31.38144149,8,6,7.70E-08,1.49E-07
chr1,28286883,28287047,165,*,39.66411282,11,8,1.24E-09,3.00E-09
chr1,29448839,29448903,65,*,33.67402513,6,5,2.05E-05,2.88E-05
chr1,29449213,29449419,207,*,48.59036848,18,14,8.60E-07,1.45E-06
chr1,29450405,29450585,181,*,24.51738912,15,6,0.000820298,0.000938562
chr1,29564929,29565124,196,*,27.95217058,16,6,0.000566371,0.000660185
chr1,31280321,31280381,61,*,30.30275181,7,5,1.41E-19,1.41E-18
chr1,31280467,31280512,46,*,24.64067278,6,3,1.23E-06,2.03E-06
chr1,32741250,32741297,48,*,47.22111751,14,14,1.40E-12,4.92E-12
chr1,34011700,34011783,84,*,39.05812952,5,5,1.19E-20,1.56E-19
chr1,34180269,34180398,130,*,44.85867905,10,8,3.87E-20,4.30E-19
chr1,34312512,34312591,80,*,39.7322666,5,5,1.25E-09,3.02E-09
chr1,34629524,34629596,73,*,31.1005477,10,7,5.69E-12,1.85E-11
chr1,34642625,34642714,90,*,42.84462927,18,15,8.72E-05,0.000113199
chr1,35331495,35331537,43,*,41.59742084,5,4,7.55E-07,1.28E-06
chr1,36590611,36590763,153,*,26.17365369,15,11,4.68E-05,6.28E-05
chr1,37499682,37499734,53,*,28.4660248,13,8,2.23E-07,4.06E-07
chr1,38259099,38259291,193,*,29.2572639,23,13,9.92E-07,1.66E-06
chr1,39270066,39270150,85,*,26.46496854,10,5,4.28E-07,7.50E-07
chr1,41327154,41327189,36,*,38.97006596,6,6,5.69E-15,2.74E-14
chr1,41982359,41982484,126,*,31.39815822,14,10,1.29E-05,1.87E-05
chr1,43533954,43534035,82,*,39.57643799,15,14,9.91E-06,1.45E-05
chr1,44399049,44399152,104,*,36.3855558,14,14,2.90E-10,7.61E-10
chr1,44399413,44399535,123,*,34.60600163,13,12,5.84E-11,1.68E-10
chr1,44401915,44402010,96,*,29.73621075,15,14,1.01E-05,1.48E-05
chr1,44402104,44402167,64,*,26.74289592,13,6,0.00022123,0.000272078
chr1,44889374,44889443,70,*,30.23704008,6,3,5.86E-15,2.82E-14
chr1,45190164,45190196,33,*,51.51601335,5,3,0.000601344,0.0006987
chr1,46860060,46860282,223,*,29.6312232,28,19,2.32E-06,3.69E-06
chr1,46954727,46954891,165,*,20.87435197,13,3,5.70E-05,7.57E-05
chr1,47904536,47904632,97,*,46.78778992,18,18,2.70E-17,1.81E-16
chr1,47904765,47904880,116,*,35.49385352,10,4,2.61E-07,4.69E-07
chr1,51795898,51796057,160,*,24.22863215,25,4,0.000425313,0.000503148
chr1,53308870,53308933,64,*,28.35155611,10,9,4.66E-08,9.27E-08
chr1,53387418,53387493,76,*,27.65469177,8,6,7.29E-08,1.41E-07
chr1,53529023,53529095,73,*,36.14705791,6,6,1.41E-07,2.64E-07
chr1,53568200,53568260,61,*,49.68678659,5,5,4.59E-10,1.17E-09
chr1,53568409,53568476,68,*,52.62347501,8,8,5.26E-12,1.72E-11
chr1,53925358,53925468,111,*,37.57494016,8,7,3.54E-06,5.49E-06
chr1,55050359,55050406,48,*,31.21713508,5,3,3.42E-15,1.70E-14
chr1,55253384,55253403,20,*,31.94947789,5,4,3.42E-05,4.67E-05
chr1,56943045,56943124,80,*,43.4133617,6,6,5.89E-08,1.16E-07
chr1,56943365,56943465,101,*,20.73513345,21,4,5.21E-05,6.95E-05
chr1,59042679,59042898,220,*,49.11507432,32,32,3.70E-07,6.56E-07
chr1,59043051,59043070,20,*,49.29548564,5,5,2.41E-12,8.23E-12
chr1,59280293,59280466,174,*,66.67333884,14,14,1.42E-14,6.48E-14
chr1,61508752,61508817,66,*,23.32341799,10,3,2.52E-05,3.50E-05
chr1,61517756,61517859,104,*,69.85947912,8,8,9.15E-21,1.22E-19
chr1,66259057,66259119,63,*,25.34141141,9,5,5.15E-05,6.88E-05
chr1,72759706,72759763,58,*,34.59252317,6,4,2.41E-06,3.82E-06
chr1,75600726,75600817,92,*,29.78894254,8,5,1.02E-17,7.29E-17
chr1,82982713,82982770,58,*,43.76198544,5,4,6.51E-08,1.27E-07
chr1,84326455,84326532,78,*,25.60823508,6,4,0.000618861,0.000718283
chr1,84326702,84326756,55,*,25.45726192,9,6,1.14E-12,4.03E-12
chr1,85463358,85463412,55,*,26.17806718,7,3,1.61E-05,2.29E-05
chr1,85463887,85463954,68,*,23.44637762,9,3,9.88E-09,2.13E-08
chr1,91192510,91192669,160,*,32.07671426,12,9,3.45E-05,4.72E-05
chr1,95393020,95393156,137,*,25.35617016,17,8,2.52E-05,3.50E-05
chr1,101705508,101705579,72,*,36.39591425,5,4,8.38E-12,2.67E-11
chr1,102700628,102700676,49,*,55.88715122,5,5,1.35E-09,3.23E-09
chr1,103319602,103319660,59,*,48.29437775,8,8,8.83E-11,2.48E-10
chr1,106675548,106675593,46,*,74.33212578,9,9,4.32E-15,2.12E-14
chr1,107682952,107683033,82,*,26.39800596,7,6,5.15E-06,7.80E-06
chr1,111746582,111746649,68,*,31.44130508,5,4,7.76E-14,3.18E-13
chr1,111747133,111747261,129,*,32.26908121,21,15,2.01E-07,3.68E-07
chr1,112531702,112531750,49,*,30.25519079,9,5,7.79E-06,1.15E-05
chr1,116382121,116382249,129,*,22.15535353,10,3,2.93E-08,5.98E-08
chr1,116711047,116711128,82,*,24.20409368,10,5,2.30E-09,5.35E-09
chr1,117665038,117665143,106,*,48.23423981,14,13,3.33E-06,5.18E-06
chr1,150254844,150254974,131,*,25.92559275,14,8,4.70E-12,1.55E-11
chr1,150522023,150522200,178,*,26.54186609,22,10,1.36E-08,2.88E-08
chr1,151105122,151105157,36,*,35.64319103,5,5,9.29E-14,3.76E-13
chr1,151137594,151137677,84,*,34.02313148,5,5,2.50E-19,2.41E-18
chr1,154300989,154301057,69,*,29.59450588,8,7,5.49E-14,2.30E-13
chr1,154301253,154301458,206,*,20.38890832,26,5,0.000404912,0.00048041
chr1,154474186,154474349,164,*,25.8825925,23,14,5.19E-08,1.03E-07
chr1,154722302,154722351,50,*,52.15526325,6,6,4.79E-22,1.15E-20
chr1,154978296,154978378,83,*,48.67587916,6,6,1.22E-21,2.09E-20
chr1,155054629,155054667,39,*,28.40419468,16,13,2.43E-06,3.86E-06
chr1,155054892,155054957,66,*,45.14754305,9,9,2.19E-20,2.64E-19
chr1,155098921,155098966,46,*,30.05299208,11,8,4.36E-08,8.71E-08
chr1,156212881,156212947,67,*,32.74315635,6,5,3.07E-17,2.05E-16
chr1,156611759,156611894,136,*,25.61562259,15,7,4.66E-07,8.14E-07
chr1,156784830,156784997,168,*,25.31299008,5,3,2.70E-15,1.36E-14
chr1,156831078,156831101,24,*,39.65867534,5,5,8.99E-16,4.85E-15
chr1,156877935,156877986,52,*,45.25790478,7,7,1.93E-20,2.35E-19
chr1,157248863,157248962,100,*,55.90640726,7,7,3.33E-19,3.10E-18
chr1,157249153,157249240,88,*,32.77452603,5,4,3.30E-20,3.77E-19
chr1,160163430,160163523,94,*,27.0496858,5,4,1.32E-12,4.64E-12
chr1,160385857,160386003,147,*,31.51949592,11,5,5.22E-07,9.07E-07
chr1,161008340,161008410,71,*,44.33563218,9,9,1.08E-21,1.88E-20
chr1,161008703,161008773,71,*,41.22841407,7,7,1.54E-20,1.93E-19
chr1,161068231,161068319,89,*,27.40361935,7,5,1.80E-16,1.07E-15
chr1,166889775,166889829,55,*,27.54557022,7,4,0.000240189,0.000294084
chr1,171811281,171811300,20,*,22.46901503,7,3,0.000134267,0.00016993
chr1,175372549,175372621,73,*,58.58561738,5,5,1.01E-22,6.07E-21
chr1,175856765,175856841,77,*,46.38241857,5,4,3.48E-19,3.23E-18
chr1,176998044,176998119,76,*,34.93439694,5,4,3.60E-17,2.37E-16
chr1,178007153,178007318,166,*,22.30900451,20,8,1.50E-06,2.45E-06
chr1,178455974,178456032,59,*,34.09894471,5,4,7.03E-05,9.23E-05
chr1,179560817,179560932,116,*,25.61960038,14,8,1.63E-09,3.87E-09
chr1,181382342,181382483,142,*,44.24730454,15,11,2.46E-09,5.71E-09
chr1,181451941,181452019,79,*,22.52505979,13,6,4.21E-12,1.39E-11
chr1,182359741,182359907,167,*,33.28696551,14,13,1.96E-15,1.01E-14
chr1,197881481,197881551,71,*,28.84701935,8,7,6.43E-11,1.84E-10
chr1,197892350,197892413,64,*,27.16346789,5,3,5.22E-11,1.51E-10
chr1,197896751,197896826,76,*,29.8459346,5,3,3.81E-12,1.27E-11
chr1,200983197,200983217,21,*,29.42422723,5,3,6.56E-08,1.28E-07
chr1,201368572,201368857,286,*,25.35115581,32,12,0.000484956,0.000569485
chr1,201437296,201437746,451,*,22.55795943,20,9,1.84E-11,5.62E-11
chr1,201592361,201592498,138,*,33.64893817,9,6,9.69E-14,3.91E-13
chr1,201979729,201979801,73,*,33.63009645,7,6,3.66E-14,1.57E-13
chr1,202183277,202183526,250,*,20.60529363,26,7,7.05E-11,2.00E-10
chr1,203014563,203014647,85,*,45.16118859,9,8,1.91E-15,9.81E-15
chr1,204653595,204653674,80,*,22.25815483,7,4,3.88E-06,5.98E-06
chr1,204923363,204923427,65,*,52.82332091,5,5,4.41E-11,1.29E-10
chr1,204948128,204948170,43,*,25.45494332,6,4,2.38E-13,9.17E-13
chr1,205210803,205210917,115,*,35.68232041,14,9,1.51E-10,4.12E-10
chr1,205226402,205226532,131,*,46.15029113,9,9,5.85E-19,5.22E-18
chr1,208136549,208136605,57,*,26.94013032,6,3,0.000126395,0.000160616
chr1,209796919,209797042,124,*,45.3771152,10,9,4.55E-13,1.69E-12
chr1,209848548,209848616,69,*,24.94789286,6,4,1.74E-09,4.11E-09
chr1,209979554,209979666,113,*,28.28375582,7,4,2.09E-12,7.19E-12
chr1,214078844,214078912,69,*,52.44555318,5,5,9.91E-19,8.52E-18
chr1,218098367,218098399,33,*,34.06320862,7,5,1.19E-05,1.73E-05
chr1,218330135,218330203,69,*,25.02795558,8,3,8.86E-08,1.70E-07
chr1,220826505,220826565,61,*,36.94178646,6,4,3.04E-16,1.75E-15
chr1,223566878,223566926,49,*,31.24478474,10,8,2.20E-13,8.50E-13
chr1,226271786,226271860,75,*,52.43800673,8,8,3.90E-16,2.22E-15
chr1,227729979,227730046,68,*,29.38812899,11,10,1.68E-11,5.15E-11
chr1,228346562,228346668,107,*,46.99728778,15,13,2.61E-14,1.14E-13
chr1,228354437,228354576,140,*,47.23956669,10,9,3.89E-13,1.46E-12
chr1,228463552,228463581,30,*,34.60651629,5,5,3.91E-08,7.86E-08
chr1,228559073,228559146,74,*,56.60384963,6,6,1.32E-22,6.07E-21
chr1,228565987,228566046,60,*,26.85059001,7,5,1.12E-17,7.97E-17
chr1,228603873,228604128,256,*,41.96557886,21,17,7.13E-12,2.29E-11
chr1,228604450,228604537,88,*,30.73294477,6,4,9.17E-16,4.95E-15
chr1,228633435,228633482,48,*,35.82878108,6,5,1.19E-08,2.54E-08
chr1,228890750,228890846,97,*,67.15398569,10,8,1.27E-15,6.67E-15
chr1,229283070,229283138,69,*,47.08588592,6,6,1.76E-16,1.05E-15
chr1,231004911,231004989,79,*,40.40928472,5,5,2.38E-19,2.30E-18
chr1,231299251,231299306,56,*,35.90274849,9,7,2.19E-09,5.11E-09
chr1,231777980,231778014,35,*,28.29775454,7,3,5.03E-10,1.28E-09
chr1,231829575,231829723,149,*,33.87997405,11,9,2.52E-08,5.17E-08
chr1,233751123,233751192,70,*,29.33329756,5,3,7.92E-12,2.53E-11
chr1,235105804,235105943,140,*,41.17521927,12,12,3.62E-18,2.83E-17
chr1,237167622,237167692,71,*,57.60931818,7,7,6.51E-17,4.12E-16
chr1,237729944,237730024,81,*,44.66454975,5,5,9.00E-19,7.80E-18
chr1,239551158,239551205,48,*,22.55344959,9,3,3.74E-09,8.50E-09
chr1,239931195,239931256,62,*,25.72933466,5,3,4.79E-07,8.35E-07
chr1,240088355,240088431,77,*,56.18516174,7,7,1.13E-16,6.90E-16
chr1,243894225,243894405,181,*,34.98437207,6,5,3.45E-12,1.16E-11
chr1,244233647,244233733,87,*,65.57812656,5,5,1.25E-21,2.15E-20
chr1,244374374,244374425,52,*,26.21566664,9,4,0.000874474,0.000996766
chr1,244893776,244893873,98,*,37.09196875,10,9,1.08E-05,1.58E-05
chr1,244894176,244894198,23,*,38.33003155,7,7,1.56E-14,7.04E-14
chr1,245530206,245530371,166,*,43.17725438,10,7,1.86E-12,6.43E-12
chr1,245581516,245581568,53,*,66.75393252,6,6,2.56E-14,1.12E-13
chr1,245604837,245604916,80,*,40.47572779,6,6,7.47E-22,1.41E-20
chr1,245628196,245628246,51,*,56.66352091,5,5,6.84E-15,3.25E-14
chr1,245848653,245848725,73,*,49.11149225,5,5,1.13E-21,1.96E-20
chr1,245849360,245849485,126,*,50.484748,10,10,3.48E-17,2.30E-16
chr1,245849616,245849669,54,*,62.38502505,8,8,4.77E-21,6.99E-20
chr1,245850740,245850922,183,*,45.87049227,8,7,5.11E-15,2.48E-14
chr1,245851114,245851187,74,*,50.48868143,5,4,2.88E-15,1.44E-14
chr1,245851363,245851428,66,*,60.27215646,11,11,2.69E-11,8.06E-11
chr1,247694117,247694261,145,*,41.70103874,19,18,1.35E-13,5.34E-13
chr1,247802825,247802852,28,*,33.01075269,6,6,5.86E-07,1.01E-06
chr1,248020763,248020822,60,*,38.47107855,11,10,6.43E-12,2.08E-11
chr1,248100396,248100473,78,*,37.71062145,8,6,4.11E-18,3.17E-17
chr1,248855087,248855135,49,*,43.49497714,6,6,6.08E-13,2.23E-12
chr1,248855294,248855365,72,*,48.99982528,12,12,8.60E-11,2.41E-10
chr10,537369,537444,76,*,46.01662574,6,5,5.64E-19,5.05E-18
chr10,1517082,1517118,37,*,21.31904762,5,3,0.000279445,0.000339366
chr10,1641113,1641173,61,*,49.54925671,5,5,4.76E-22,1.15E-20
chr10,1668833,1668918,86,*,27.3324046,5,3,4.25E-12,1.40E-11
chr10,1701723,1701808,86,*,43.82646419,5,4,7.54E-22,1.42E-20
chr10,1713333,1713388,56,*,45.94781145,5,4,1.55E-05,2.21E-05
chr10,1994964,1995045,82,*,47.19728652,5,5,1.38E-20,1.75E-19
chr10,2062599,2062742,144,*,43.38240876,5,4,2.62E-20,3.10E-19
chr10,2620204,2620239,36,*,40.92576958,5,4,1.41E-12,4.96E-12
chr10,2932298,2932428,131,*,41.42431346,9,9,4.32E-17,2.80E-16
chr10,2977973,2978061,89,*,26.80070378,9,6,2.68E-10,7.05E-10
chr10,3062723,3062772,50,*,49.93712494,6,6,4.49E-13,1.67E-12
chr10,3921518,3921578,61,*,51.29835594,5,5,1.01E-22,6.07E-21
chr10,5538705,5538792,88,*,36.40347664,6,5,2.50E-17,1.68E-16
chr10,6078812,6078865,54,*,27.45043633,7,4,5.09E-09,1.13E-08
chr10,6183498,6183576,79,*,25.0194636,6,3,7.22E-15,3.42E-14
chr10,6246374,6246451,78,*,24.7890528,7,4,2.30E-14,1.02E-13
chr10,7453806,7453869,64,*,27.15793393,10,7,1.28E-06,2.11E-06
chr10,7702885,7702969,85,*,52.90992147,5,5,1.01E-22,6.07E-21
chr10,8090233,8090299,67,*,34.99662913,5,4,1.55E-14,7.03E-14
chr10,8093500,8093534,35,*,33.80645161,5,5,9.55E-17,5.89E-16
chr10,8097702,8097750,49,*,47.14369918,9,9,1.25E-16,7.62E-16
chr10,8097907,8098079,173,*,45.46475905,12,12,1.55E-14,7.02E-14
chr10,9421226,9421317,92,*,47.02066603,6,6,4.70E-16,2.65E-15
chr10,10840596,10840700,105,*,33.60458513,6,4,5.44E-11,1.57E-10
chr10,10953565,10953618,54,*,39.23930772,7,7,2.10E-17,1.43E-16
chr10,11207832,11207914,83,*,24.24141877,9,4,5.05E-12,1.65E-11
chr10,11472550,11472653,104,*,36.59451788,5,5,7.44E-17,4.67E-16
chr10,11487009,11487059,51,*,52.51126648,7,7,1.00E-17,7.22E-17
chr10,11784596,11784937,342,*,24.16942225,35,15,0.000504015,0.000590673
chr10,11825397,11825472,76,*,25.52291485,6,3,8.98E-07,1.51E-06
chr10,13121325,13121398,74,*,35.96806363,5,4,1.22E-20,1.59E-19
chr10,18801827,18801896,70,*,61.33590404,6,6,2.60E-16,1.51E-15
chr10,18999460,18999486,27,*,48.26777315,5,5,3.43E-17,2.27E-16
chr10,22725677,22725711,35,*,29.3822601,9,7,0.000389326,0.000463133
chr10,25464442,25464496,55,*,33.79175819,7,7,8.38E-12,2.67E-11
chr10,25464673,25464720,48,*,43.00564938,6,6,5.00E-18,3.79E-17
chr10,26855933,26855970,38,*,34.16253476,6,4,1.88E-07,3.46E-07
chr10,29874737,29874760,24,*,81.9363167,5,5,2.57E-08,5.27E-08
chr10,31984175,31984240,66,*,51.00905096,5,4,3.80E-17,2.48E-16
chr10,34063136,34063214,79,*,51.72136639,6,6,4.21E-16,2.39E-15
chr10,34827652,34827714,63,*,41.60533864,5,5,9.46E-16,5.09E-15
chr10,35503874,35503928,55,*,24.06557152,7,4,5.94E-07,1.02E-06
chr10,38445420,38445735,316,*,38.93116515,12,11,1.03E-18,8.85E-18
chr10,42971403,42971452,50,*,25.81038149,8,5,5.85E-12,1.90E-11
chr10,43332770,43332805,36,*,49.49652152,6,6,2.70E-16,1.57E-15
chr10,43361568,43361587,20,*,34.6103654,6,5,4.98E-06,7.56E-06
chr10,43428383,43428441,59,*,34.26979145,7,7,2.90E-16,1.67E-15
chr10,43698755,43698863,109,*,52.44450015,6,6,1.36E-22,6.07E-21
chr10,44880498,44880789,292,*,22.00869859,31,8,2.65E-06,4.18E-06
chr10,48416779,48416846,68,*,35.56128261,5,5,5.63E-15,2.72E-14
chr10,48429188,48429243,56,*,48.05161031,5,4,7.71E-12,2.47E-11
chr10,49658676,49658875,200,*,42.95895052,16,10,1.36E-07,2.54E-07
chr10,49674727,49674904,178,*,25.58964457,23,12,0.000193896,0.000240116
chr10,50025331,50025403,73,*,22.01629528,6,3,5.00E-05,6.69E-05
chr10,50436800,50436888,89,*,46.84809857,5,4,5.59E-19,5.01E-18
chr10,50533913,50533994,82,*,44.53371525,5,5,1.44E-20,1.83E-19
chr10,50534362,50534437,76,*,44.58867147,6,4,2.24E-15,1.14E-14
chr10,50976468,50976528,61,*,24.29752262,7,4,1.43E-05,2.05E-05
chr10,63212844,63212988,145,*,25.59271597,10,4,5.64E-15,2.72E-14
chr10,69959142,69959296,155,*,32.28989232,5,3,6.01E-13,2.21E-12
chr10,72311880,72311951,72,*,67.86308987,5,5,1.01E-22,6.07E-21
